symbol,time_bucket,spread_bucket,imb_bucket,obs,buy_bid_fill_prob,sell_ask_fill_prob,buy_passive_markout_cost_bps_median_if_filled,sell_passive_markout_cost_bps_median_if_filled,buy_passive_markout_cost_bps_p75_if_filled,sell_passive_markout_cost_bps_p75_if_filled
AMD,open30,s_q2,ask_heavy,108,0.7407407407407407,0.7129629629629629,8.783772966266385,18.63301431354272,76.02791879829303,78.56171627134019
AMD,open30,s_q2,balanced,361,0.7091412742382271,0.7119113573407202,20.012913081012968,16.96698954060187,64.14577859073063,70.42083101420577
AMD,open30,s_q2,bid_heavy,109,0.6697247706422018,0.6422018348623854,25.577184246265176,33.375253167474355,84.6829174939589,69.4283940508061
AMD,open30,s_q3,ask_heavy,168,0.6488095238095238,0.6964285714285714,35.00420050405916,28.08645744291113,81.40750917628782,72.30097864538982
AMD,open30,s_q3,balanced,473,0.6680761099365751,0.6701902748414377,20.482082207893704,19.12045889101369,60.06728328959114,75.14550232067137
AMD,open30,s_q3,bid_heavy,183,0.6830601092896175,0.6666666666666666,27.63521515988941,18.00797073183257,74.26492876629275,77.98385176185721
AMD,open30,s_q4,ask_heavy,268,0.5335820895522388,0.5597014925373134,7.651819046072857,25.79851580738287,72.82689781280207,78.28984612217667
AMD,open30,s_q4,balanced,881,0.5459704880817253,0.5346197502837684,19.5621797857483,19.55656623081327,73.29363261566755,71.03433448395366
AMD,open30,s_q4,bid_heavy,223,0.5560538116591929,0.6188340807174888,13.785934899385515,41.05892144999426,83.81384788888627,85.09089364840668
AMD,mid_morning,s_q1,ask_heavy,242,0.7479338842975206,0.7107438016528925,7.256609398289883,6.175517563958637,30.87292609351438,35.86178453311783
AMD,mid_morning,s_q1,balanced,1158,0.697754749568221,0.7392055267702936,7.054496521051416,6.75747487818063,30.712789955865063,32.65497263685865
AMD,mid_morning,s_q1,bid_heavy,228,0.7017543859649122,0.6929824561403509,9.425989969768768,1.3609986407483603,30.202663275614363,34.94578950080982
AMD,mid_morning,s_q2,ask_heavy,467,0.6680942184154176,0.7044967880085653,6.52272064931951,12.245462266201761,36.84438791801591,33.97081026673557
